Date,FS,NumG,Start,End,GPS,HBM,Activity,Support,Pheno,Numfrui,HTEm,CBH,numSdr,Obs,NumLF
9/6/18,Varecia_variegata,1,11:37,12:00,20,13,FFR,Hazondomoina,1,,15,74.4,NA,NA,
9/6/18,Varecia_variegata,1,12:41,12:45,21,15,FW,Varongy,NA,NA,NA,NA,NA,NA,
9/6/18,Varecia_variegata,1,12:57,13:00,23,15,FFR,Afopotsy,1,8,18,109.2,NA,NA,
9/6/18,Varecia_variegata,1,13:03,13:04,23,15,FFR,Afopotsy,1,6,18,109.2,NA,NA,
9/6/18,Varecia_variegata,1,13:08,13:18,24,8,FFR,Antavaratra,2,15,12,63.6,NA,NA,
9/6/18,Varecia_variegata,1,13:18,13:30,25,12,FW,Famelona,NA,NA,NA,NA,NA,NA,
9/6/18,Varecia_variegata,1,13:31,13:36,26,20,FFR,Afopotsy,2,,20,151.5,NA,NA,
9/6/18,Varecia_variegata,1,15:28,15:51,27,15,FFR,Afopotsy,4,47,18,80,NA,NA,
9/6/18,Varecia_variegata,1,15:52,15:54,27,15,FFR,Afopotsy,4,2,17,80,NA,NA,
9/6/18,Varecia_variegata,1,16:00,16:14,27,16,FFR,Afopotsy,4,34,18,80,NA,NA,
9/6/18,Varecia_variegata,1,16:15,16:24,27,NA,FFR,Afopotsy,4,13,NA,NA,NA,NA,
9/6/18,Varecia_variegata,1,16:24,16:47,28,19,FFR,Antavaratra,2,70,20,96.9,NA,NA,
9/7/18,Varecia_variegata,1,13:15,13:15,31,22,FL,Nanto_ravimboanjo,,NA,NA,NA,NA,Nihinana_raviny_1_dia_nalatsany,
9/7/18,Varecia_variegata,1,14:06,14:11,34,15,FFR,Afopotsy,4,9,18,74.5,NA,Mety_hoe_mbola_somasoma_ny_fruit_haniny,
9/7/18,Varecia_variegata,1,14:12,14:13,34,15,FFR,Afopotsy,4,2,18,74.5,NA,NA,
9/7/18,Varecia_variegata,1,14:16,15:07,34,16,FFR,Afopotsy,4,69,18,74.5,NA,NA,
9/7/18,Varecia_variegata,1,15:29,15:45,35,17,FFR,Afopotsy,1,24,19,103.1,NA,NA,
9/7/18,Varecia_variegata,1,15:47,15:50,35,18,FFR,Afopotsy,1,6,19,103.1,NA,NA,
9/7/18,Varecia_variegata,1,15:51,15:53,35,18,FFR,Afopotsy,1,4,19,103.1,NA,NA,
9/7/18,Varecia_variegata,1,15:55,15:58,35,16,FFR,Afopotsy,1,3,19,103.1,NA,NA,
9/7/18,Varecia_variegata,1,16:05,16:15,36,9,FW,Ampana,NA,NA,NA,NA,NA,NA,
9/8/18,Varecia_variegata,1,12:23,13:06,39,15,FFR,Afopotsy,4,64,18,74.6,NA,NA,NA
9/8/18,Varecia_variegata,1,13:10,13:15,40,10,FW,Tsivakombaratra,NA,NA,NA,NA,NA,NA,NA
9/8/18,Varecia_variegata,1,14:35,14:45,41,16,FFR,Antavaratra,1,21,19,70.1,NA,NA,NA
9/8/18,Varecia_variegata,1,16:15,16:30,42,15,FFR,Afopotsy,4,33,18,74.6,NA,NA,NA
9/10/18,Varecia_variegata,1,10:38,11:30,46,15,FFR,Afopotsy,3,82,18,74.6,NA,NA,NA
9/10/18,Varecia_variegata,1,13:38,14:19,48,15,FFR,Afopotsy,1,24,16,106.1,NA,NA,NA
9/11/18,Varecia_variegata,1,11:14,11:45,52,15,FFR,Afopotsy,2,34,18,74.6,NA,NA,NA
9/11/18,Varecia_variegata,1,13:45,14:15,52,16,FFR,Afopotsy,2,21,18,74.6,NA,NA,NA
9/11/18,Varecia_variegata,1,9:14,9:17,58,10,FW,Hazondomoina,NA,NA,NA,NA,NA,NA,NA
9/11/18,Varecia_variegata,1,9:23,9:28,59,16,FFR,Afopotsy,3,38,18,71,NA,NA,NA
9/11/18,Varecia_variegata,1,9:35,10:21,59,18,FFR,Afopotsy,4,84,20,115.3,NA,NA,NA
9/11/18,Varecia_variegata,1,11:23,11:24,59,19,FFR,Afopotsy,4,3,20,115.3,NA,NA,NA
9/11/18,Varecia_variegata,1,11:25,11:43,59,18,FFR,Afopotsy,4,11,20,115.3,NA,NA,NA
9/11/18,Varecia_variegata,1,11:47,11:50,59,18,FFR,Afopotsy,4,8,20,115.3,NA,NA,NA
9/11/18,Varecia_variegata,1,12:02,12:18,59,19,FFR,Afopotsy,4,17,20,115.3,NA,NA,NA
9/11/18,Varecia_variegata,1,12:19,12:30,59,13,FFR,Afopotsy,2,11,16,71,NA,NA,NA
9/11/18,Varecia_variegata,1,12:31,12:45,60,14,FW,Tavolo,NA,NA,NA,NA,NA,NA,NA
9/11/18,Varecia_variegata,1,14:39,15:30,61,18,FFR,Afopotsy,4,64,20,100.1,NA,NA,NA
9/11/18,Varecia_variegata,1,15:51,16:00,61,18,FFR,Afopotsy,4,31,20,100.1,NA,NA,NA
9/11/18,Varecia_variegata,1,16:18,16:45,63,10,FYL,Tavolo,NA,NA,NA,NA,NA,NA,49
9/13/18,Varecia_variegata,1,8:45,8:51,65,22,FFR,Afopotsy,3,14,22,150,NA,NA,NA
9/13/18,Varecia_variegata,1,11:35,11:49,67,12,FFR,Afopotsy,2,21,30,88,NA,NA,NA
9/13/18,Varecia_variegata,1,11:49,11:53,68,18,FW,Tavolo,NA,NA,NA,NA,NA,NA,NA
9/13/18,Varecia_variegata,1,12:10,12:15,69,15,FFR,Afopotsy,2,26,16,71,NA,NA,NA
9/13/18,Varecia_variegata,1,12:15,12:45,69,14,FFR,Afopotsy,2,48,16,71,NA,NA,NA
9/13/18,Varecia_variegata,1,13:40,13:57,69,15,FFR,Afopotsy,2,6,16,71,NA,NA,NA
9/13/18,Varecia_variegata,1,14:00,14:13,69,13,FFR,Afopotsy,2,17,16,71,NA,NA,NA
9/13/18,Varecia_variegata,1,14:15,14:20,69,12,FFR,Afopotsy,2,10,16,71,NA,NA,NA
9/13/18,Varecia_variegata,1,15:46,16:04,70,17,FFR,Afopotsy,4,23,22,NA,NA,NA,NA
9/13/18,Varecia_variegata,1,16:08,16:42,71,10,FFR,Afopotsy,NA,44,NA,NA,NA,NA,NA
9/13/18,Varecia_variegata,1,16:45,16:46,71,12,FFR,Afopotsy,4,9,NA,102.3,NA,NA,NA
9/13/18,Varecia_variegata,1,16:53,17:00,72,14,FG,Ambavy,NA,1,18,168,NA,NA,NA
9/13/18,Varecia_variegata,1,17:00,17:15,73,15,FYL,Tavolo,NA,24,17,NA,NA,NA,NA
9/14/18,Varecia_variegata,1,8:15,8:29,75,14,FUFR,Antavaratra,3,32,16,150.1,NA,NA,NA
9/14/18,Varecia_variegata,1,8:57,9:15,76,15,FFR,Afopotsy,4,60,17,102.3,NA,NA,NA
9/14/18,Varecia_variegata,1,9:36,9:54,76,13,FFR,Afopotsy,4,30,17,102.3,NA,NA,NA
9/14/18,Varecia_variegata,1,10:00,10:08,76,13,FFR,Afopotsy,4,24,17,102.3,NA,NA,NA
9/14/18,Varecia_variegata,1,11:22,11:30,78,NA,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/14/18,Varecia_variegata,1,13:43,13:53,79,19,FFR,Afopotsy,4,20,22,150,NA,NA,NA
9/14/18,Varecia_variegata,1,13:58,14:00,79,20,FFR,Afopotsy,4,3,22,150,NA,NA,NA
9/14/18,Varecia_variegata,1,14:00,14:08,79,21,FFR,Afopotsy,4,7,22,150,NA,NA,NA
9/14/18,Varecia_variegata,1,14:08,14:10,79,21,FFR,Afopotsy,4,2,22,150,NA,NA,NA
9/14/18,Varecia_variegata,1,14:10,14:11,79,21,FFR,Afopotsy,4,2,22,150,NA,NA,NA
9/14/18,Varecia_variegata,1,14:15,14:35,80,18,FFR,Antavaratra,2,35,20,111.3,NA,NA,NA
9/14/18,Varecia_variegata,1,12:35,14:45,80,18,FFR,Antavaratra,2,19,20,111.3,NA,NA,NA
9/14/18,Varecia_variegata,1,15:00,15:21,81,14,FFR,Afopotsy,3,34,18,74.6,NA,NA,NA
9/14/18,Varecia_variegata,1,15:22,15:30,81,14,FFR,Afopotsy,3,20,18,74.6,NA,NA,NA
9/14/18,Varecia_variegata,1,15:31,15:45,81,15,FFR,Afopotsy,3,23,18,74.6,NA,NA,NA
9/14/18,Varecia_variegata,1,15:51,16:03,83,0,FW,Ambony_tany,NA,NA,NA,NA,NA,NA,NA
9/14/18,Varecia_variegata,1,16:38,16:50,85,20,FYL,Ambavy,NA,NA,NA,NA,NA,NA,22
9/14/18,Varecia_variegata,1,17:13,17:15,81,17,FFR,Afopotsy,3,26,18,74.6,NA,NA,NA
9/15/18,Varecia_variegata,1,8:58,9:00,88,15,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/15/18,Varecia_variegata,1,11:14,11:15,88,15,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/15/18,Varecia_variegata,1,11:17,11:30,89,17,FFR,Afopotsy,3,29,18,83.6,NA,NA,NA
9/15/18,Varecia_variegata,1,11:36,11:45,89,18,FFR,Afopotsy,3,17,18,83.6,NA,NA,NA
9/15/18,Varecia_variegata,1,14:02,14:27,91,15,FFR,Afopotsy,2,35,17,74.2,NA,NA,NA
9/15/18,Varecia_variegata,1,14:38,14:39,89,16,FFR,Afopotsy,3,2,18,83.6,NA,NA,NA
9/15/18,Varecia_variegata,1,14:54,15:00,89,15,FFR,Afopotsy,3,2,18,83.6,NA,NA,NA
9/15/18,Varecia_variegata,1,15:30,15:35,89,15,FFR,Afopotsy,3,2,18,83.6,NA,NA,NA
9/15/18,Varecia_variegata,1,15:37,15:54,86,20,FFR,Afopotsy,2,15,22,150.2,NA,NA,NA
9/15/18,Varecia_variegata,1,16:10,16:41,87,14,FYL,Ambavy,NA,NA,NA,NA,NA,NA,77
9/15/18,Varecia_variegata,1,16:42,16:45,88,NA,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/15/18,Varecia_variegata,1,16:46,16:52,86,19,FFR,Afopotsy,2,4,22,150.2,NA,NA,NA
9/15/18,Varecia_variegata,1,16:56,17:30,93,18,FFR,Afopotsy,3,60,21,121.3,NA,NA,NA
9/15/18,Varecia_variegata,1,17:31,17:36,87,16,FYL,Ambavy,NA,NA,NA,NA,NA,NA,15
9/17/18,Varecia_variegata,1,9:13,9:30,95,16,FFR,Afopotsy,2,55,18,74.6,NA,NA,NA
9/17/18,Varecia_variegata,1,12:21,12:30,96,19,FB,Bulbophylum,NA,NA,NA,NA,NA,NA,NA
9/17/18,Varecia_variegata,1,13:45,14:00,86,16,FFR,Afopotsy,2,35,22,150.2,NA,NA,NA
9/17/18,Varecia_variegata,1,15:00,15:01,86,15,FFR,Afopotsy,2,2,22,150.2,NA,NA,NA
9/17/18,Varecia_variegata,1,15:20,15:26,86,19,FFR,Afopotsy,2,11,22,150.2,NA,NA,NA
9/17/18,Varecia_variegata,1,15:30,15:35,86,10,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/17/18,Varecia_variegata,1,15:53,16:00,97,20,FFR,Afopotsy,2,11,20,117.3,NA,NA,NA
9/17/18,Varecia_variegata,1,16:11,16:12,95,14,FFR,Afopotsy,2,2,18,74.6,NA,NA,NA
9/17/18,Varecia_variegata,1,16:40,17:00,95,16,FFR,Afopotsy,2,48,18,74.6,NA,NA,NA
9/17/18,Varecia_variegata,1,17:01,17:08,95,16,FFR,Afopotsy,2,16,18,74.6,NA,NA,NA
9/18/18,Varecia_variegata,1,8:38,8:45,NA,NA,FFR,Afopotsy,2,9,NA,NA,NA,NA,NA
9/18/18,Varecia_variegata,1,8:54,9:04,94,19,FFR,Afopotsy,2,28,22,150,NA,NA,NA
9/18/18,Varecia_variegata,1,9:15,9:17,94,19,FFR,Afopotsy,2,8,22,150,NA,NA,NA
9/18/18,Varecia_variegata,1,9:18,9:36,89,17,FFR,Afopotsy,2,37,18,83.6,NA,NA,NA
9/18/18,Varecia_variegata,1,9:37,9:45,88,10,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/18/18,Varecia_variegata,1,10:10,10:12,88,10,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/18/18,Varecia_variegata,1,10:22,10:29,101,13,FFR,Antavaratra,2,15,20,105.4,NA,NA,NA
9/18/18,Varecia_variegata,1,10:32,10:33,101,16,FFR,Antavaratra,2,3,20,105.4,NA,NA,NA
9/18/18,Varecia_variegata,1,12:00,12:15,89,18,FFR,Antavaratra,2,47,18,83.6,NA,NA,NA
9/18/18,Varecia_variegata,1,13:58,14:00,88,10,FW,Varongy,2,16,22,150,NA,NA,NA
9/18/18,Varecia_variegata,1,14:05,14:10,88,13,FW,Longotra,NA,NA,NA,NA,NA,NA,NA
9/18/18,Varecia_variegata,1,14:10,14:15,94,19,FFR,Afopotsy,2,16,22,150,NA,NA,NA
9/18/18,Varecia_variegata,1,14:19,14:26,101,15,FFR,Antavaratra,2,14,20,105.4,NA,NA,NA
9/18/18,Varecia_variegata,1,14:32,14:45,94,19,FFR,Afopotsy,2,12,22,150,NA,NA,NA
9/18/18,Varecia_variegata,1,15:16,15:23,102,18,FB,Bulbophylum,NA,NA,NA,NA,NA,NA,NA
9/18/18,Varecia_variegata,1,15:23,15:25,94,19,FFR,Afopotsy,2,7,22,150,NA,NA,NA
9/18/18,Varecia_variegata,1,15:45,15:53,103,15,FFR,Antavaratra,1,22,18,169,NA,NA,NA
9/18/18,Varecia_variegata,1,16:12,16:21,104,15,FFR,Afopotsy,2,18,18,69,NA,NA,NA
9/18/18,Varecia_variegata,1,16:22,16:30,104,17,FFR,Afopotsy,1,14,18,83.3,NA,NA,NA
9/18/18,Varecia_variegata,1,16:30,16:45,104,15,FFR,Afopotsy,2,40,19,112.6,NA,NA,NA
9/18/18,Varecia_variegata,1,16:47,17:00,104,18,FFR,Afopotsy,2,21,19,112.6,NA,NA,NA
9/19/18,Varecia_variegata,1,8:15,8:37,104,16,FFR,Afopotsy,2,28,19,112.6,NA,NA,NA
9/19/18,Varecia_variegata,1,8:40,8:37,104,13,FFR,Afopotsy,2,19,18,83.3,NA,NA,NA
9/19/18,Varecia_variegata,1,9:00,9:00,86,20,FFR,Afopotsy,2,2,22,150.2,NA,NA,NA
9/19/18,Varecia_variegata,1,9:28,9:30,106,6,FW,Voambalandina,NA,NA,NA,NA,NA,NA,NA
9/19/18,Varecia_variegata,1,9:35,9:45,83,0,FW,Ambony_tany,NA,NA,NA,NA,NA,NA,NA
9/19/18,Varecia_variegata,1,9:50,10:00,96,20,FFR,Vahy,NA,NA,NA,NA,NA,NA,NA
9/19/18,Varecia_variegata,1,10:57,11:15,107,17,FFR,Afopotsy,2,23,19,120.5,NA,NA,NA
9/19/18,Varecia_variegata,1,11:19,11:30,86,17,FFR,Afopotsy,2,25,22,150.2,NA,NA,NA
9/19/18,Varecia_variegata,1,11:31,11:37,86,21,FFR,Afopotsy,2,10,22,150.2,NA,NA,NA
9/19/18,Varecia_variegata,1,14:43,14:45,83,0,FW,Ambony_tany,NA,NA,NA,NA,NA,NA,NA
9/19/18,Varecia_variegata,1,15:06,15:24,101,15,FFR,Antavaratra,2,17,20,105.4,NA,NA,NA
9/19/18,Varecia_variegata,1,15:57,16:00,94,19,FFR,Afopotsy,2,39,22,150,NA,NA,NA
9/19/18,Varecia_variegata,1,16:15,16:25,94,20,FFR,Afopotsy,2,11,22,150,NA,NA,NA
9/19/18,Varecia_variegata,1,16:26,16:29,94,20,FFR,Afopotsy,2,3,22,150,NA,NA,NA
9/19/18,Varecia_variegata,1,16:47,16:49,90,15,FYL,Ambavy,NA,NA,NA,NA,NA,NA,2
9/19/18,Varecia_variegata,1,16:54,17:00,112,12,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/19/18,Varecia_variegata,1,17:03,17:06,113,NA,FB,Bulbophylum,NA,NA,NA,NA,NA,NA,NA
9/19/18,Varecia_variegata,1,17:10,17:15,114,18,FYL,Ambavy,NA,NA,NA,NA,NA,NA,15
9/19/18,Varecia_variegata,1,17:28,17:30,115,10,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/19/18,Varecia_variegata,1,17:33,17:38,116,17,FYL,Tavolo,NA,NA,NA,NA,NA,NA,12
9/20/18,Varecia_variegata,1,8:30,8:40,103,16,FFR,Antavaratra,1,14,18,106.9,NA,NA,NA
9/20/18,Varecia_variegata,1,8:52,8:55,103,16,FFR,Antavaratra,1,15,18,106.9,NA,NA,NA
9/20/18,Varecia_variegata,1,8:55,8:56,103,16,FW,Ramy,NA,NA,NA,NA,NA,NA,NA
9/20/18,Varecia_variegata,1,8:58,9:00,112,12,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/20/18,Varecia_variegata,1,9:35,9:58,119,19,FYL,Ambavy,NA,NA,NA,NA,NA,NA,68
9/20/18,Varecia_variegata,1,10:02,10:15,119,19,FYL,Ambavy,NA,NA,NA,NA,NA,NA,18
9/20/18,Varecia_variegata,1,10:45,10:45,120,13,FB,Bulbophylum,NA,NA,NA,NA,NA,NA,NA
9/20/18,Varecia_variegata,1,11:04,11:15,NA,NA,FW,Ambony_tany,NA,NA,NA,NA,NA,NA,NA
9/20/18,Varecia_variegata,1,11:15,11:26,122,15,FFR,Afopotsy,1,29,17,100.2,NA,NA,NA
9/20/18,Varecia_variegata,1,11:43,11:45,97,17,FFR,Afopotsy,2,8,19,117.3,NA,NA,NA
9/20/18,Varecia_variegata,1,11:52,11:59,97,17,FFR,Afopotsy,2,15,19,117.3,NA,NA,NA
9/20/18,Varecia_variegata,1,12:00,12:15,97,16,FFR,Afopotsy,2,15,19,117.3,NA,NA,NA
9/20/18,Varecia_variegata,1,13:34,13:42,97,16,FFR,Afopotsy,2,15,19,117.3,NA,NA,NA
9/20/18,Varecia_variegata,1,13:47,13:57,97,16,FFR,Afopotsy,2,15,19,117.3,NA,NA,NA
9/20/18,Varecia_variegata,1,14:50,15:00,86,20,FFR,Afopotsy,2,18,22,150.2,NA,NA,NA
9/20/18,Varecia_variegata,1,15:04,15:12,86,21,FFR,Afopotsy,2,15,22,150.2,NA,NA,NA
9/20/18,Varecia_variegata,1,15:24,15:30,115,12,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/20/18,Varecia_variegata,1,15:48,15:58,115,18,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/20/18,Varecia_variegata,1,15:58,16:24,107,20,FFR,Afopotsy,2,42,22,120.5,NA,NA,NA
9/20/18,Varecia_variegata,1,16:31,16:53,119,19,FYL,Ambavy,NA,NA,NA,NA,NA,NA,79
9/20/18,Varecia_variegata,1,16:54,17:12,119,NA,FYL,Ambavy,NA,NA,NA,NA,NA,NA,72
9/20/18,Varecia_variegata,1,17:19,17:24,126,18,FL,Vahy,NA,NA,NA,NA,NA,NA,9
9/20/18,Varecia_variegata,1,17:29,17:37,115,12,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/20/18,Varecia_variegata,1,17:53,17:56,95,15,FFR,Afopotsy,1,3,18,74.6,NA,NA,NA
9/21/18,Varecia_variegata,1,8:30,9:10,94,19,FFR,Afopotsy,2,73,22,150,NA,NA,NA
9/21/18,Varecia_variegata,1,9:15,9:45,64,16,FFR,Afopotsy,2,48,22,150,NA,NA,NA
9/21/18,Varecia_variegata,1,13:15,13:26,119,14,FYL,Ambavy,NA,NA,NA,NA,NA,NA,44
9/21/18,Varecia_variegata,1,14:27,14:45,130,18,FFR,Antavaratra,2,31,20,11.3,NA,NA,NA
9/21/18,Varecia_variegata,1,15:03,15:15,131,12,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/21/18,Varecia_variegata,1,16:22,16:52,94,19,FFR,Afopotsy,2,55,22,150,NA,NA,NA
9/21/18,Varecia_variegata,1,17:15,17:30,115,12,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
9/22/18,Varecia_variegata,1,8:15,8:45,101,17,FFR,Antavaratra,1,14,20,105.4,NA,NA,NA
9/22/18,Varecia_variegata,1,9:06,9:30,132,18,FYL,Ambavy,NA,NA,NA,NA,NA,NA,44
9/22/18,Varecia_variegata,1,10:18,10:30,134,19,FW,Longotra,NA,NA,NA,NA,NA,NA,NA
9/22/18,Varecia_variegata,1,11:00,11:33,135,17,FFR,Afopotsy,2,55,19,103.1,NA,NA,NA
9/22/18,Varecia_variegata,1,11:45,12:00,135,16,FFR,Afopotsy,2,28,19,103.1,NA,NA,NA
